qbHitId,playId,teamId,playerId,position,statNull
510001,26,3800,20010230.0,DE,0
510002,33,3200,19940004.0,LB,0
510003,34,3200,19940145.0,S,0
510004,55,3200,19940004.0,LB,0
510005,56,3200,19940145.0,S,0
510006,80,3200,19970091.0,LB,0
510007,97,3800,19970086.0,DE,0
510008,182,3800,20030018.0,DE,0
510009,186,3300,20000033.0,DE,0
510010,264,3300,20020025.0,DE,0
510011,333,3410,20030056.0,DE,0
510012,382,3800,19970086.0,DE,0
510013,384,3800,20040033.0,OLB,0
510014,411,3800,19970086.0,DE,0
510015,421,3800,20040033.0,OLB,0
510016,459,3800,19970086.0,DE,0
510017,468,3800,19970086.0,DE,0
510018,473,3410,20010554.0,DT,0
510019,528,3800,20040064.0,DT,0
510020,578,3800,19970086.0,DE,0
510021,584,3430,20000012.0,DE,0
510022,644,2520,20030587.0,LB,0
510023,646,2520,19980152.0,DE,0
510024,651,2520,19980152.0,DE,0
510025,666,3800,20010034.0,DE,0
510026,680,3800,19970086.0,DE,0
510027,738,2520,20020611.0,DE,0
510028,871,3800,20010034.0,DE,0
510029,918,4400,20040098.0,LB,0
510030,925,4400,20040133.0,DE,0
510031,936,4600,20030655.0,LB,0
510032,939,4600,19990115.0,DE,0
510033,985,4600,19990089.0,DE,0
510034,1084,3800,20000041.0,LB,0
510035,1208,4500,20010007.0,DE,0
510036,1290,3800,19970086.0,DE,0
510037,1299,3800,19970086.0,DE,0
510038,1304,2510,20010020.0,S,0
510039,1335,3800,20010202.0,CB,0
510040,1378,2510,20040091.0,DE,0
510041,1441,3800,20040033.0,OLB,0
510042,1455,3800,20010064.0,S,0
510043,1495,3800,19990048.0,DT,0
510044,1509,3800,19970086.0,DE,0
510045,1596,3800,19970086.0,DE,0
510046,1610,3800,20040064.0,DT,0
510047,1644,3800,19990132.0,DE,0
510048,1661,3800,19990132.0,DE,0
510049,1687,200,19990030.0,DE,0
510050,1692,200,19990153.0,DT,0
510051,1701,200,19990153.0,DT,0
510052,1702,3800,19970086.0,DE,0
510053,1704,3800,19980010.0,CB,0
510054,1710,3800,20040033.0,OLB,0
510055,1730,3800,20030018.0,DE,0
510056,1734,200,19990030.0,DE,0
510057,1744,200,19960070.0,DE,0
510058,1762,200,19990030.0,DE,0
510059,1785,200,19980012.0,LB,0
510060,1793,750,19990038.0,DE,0
510061,1800,200,19990030.0,DE,0
510062,1831,750,19950013.0,LB,0
510063,1874,200,19990153.0,DT,0
510064,1888,200,19960070.0,DE,0
510065,1907,750,19940050.0,DT,0
510066,1930,750,19970401.0,DE,0
510067,1959,200,20030055.0,S,0
510068,1991,200,20030055.0,S,0
510069,2072,920,20030259.0,DE,0
510070,2090,200,20020661.0,DE,0
510071,2102,200,20040621.0,CB,0
510072,2145,1540,20020035.0,DE,0
510073,2149,200,19990153.0,DT,0
510074,2164,1540,20010061.0,DT,0
510075,2171,1540,20040140.0,LB,0
510076,2183,200,19960070.0,DE,0
510077,2205,200,19960063.0,CB,0
510078,2215,1540,20000517.0,DE,0
510079,2283,1540,20010061.0,DT,0
510080,2284,1540,19990070.0,DE,0
510081,2362,3000,19990119.0,LB,0
510082,2399,3000,20040155.0,LB,0
510083,2426,200,20030415.0,LB,0
510084,2431,200,20040101.0,LB,0
510085,2432,200,20040101.0,LB,0
510086,2458,200,20040101.0,LB,0
510087,2514,3300,20040018.0,DE,0
510088,2518,200,19990153.0,DT,0
510089,2542,200,19960070.0,DE,0
510090,2581,3300,20040240.0,LB,0
510091,2587,200,19990153.0,DT,0
510092,2622,2520,20010572.0,LB,0
510093,2640,200,20040008.0,CB,0
510094,2784,4400,20040035.0,DT,0
510095,2818,4400,19980075.0,LB,0
510096,2827,200,20040543.0,DE,0
510097,2857,4400,19980075.0,LB,0
510098,2956,200,19970198.0,DT,0
510099,2980,200,20030055.0,S,0
510100,3044,200,19990030.0,DE,0
510101,3045,200,19960070.0,DE,0
510102,3049,200,19990030.0,DE,0
510103,3058,2510,20030043.0,LB,0
510104,3101,200,19950181.0,DE,0
510105,3170,200,19990153.0,DT,0
510106,3173,2510,19980065.0,DE,0
510107,3189,200,19980012.0,LB,0
510108,3195,200,19960070.0,DE,0
510109,3289,200,19990030.0,DE,0
510110,3291,4900,19960003.0,DE,0
510111,3301,200,19990153.0,DT,0
510112,3303,200,19990153.0,DT,0
510113,3305,4900,19930145.0,OT,0
510114,3325,200,19980012.0,LB,0
510115,3326,200,20010102.0,LB,0
510116,3327,200,20040101.0,LB,0
510117,3330,4900,20030064.0,DE,0
510118,3331,4900,19940405.0,LB,0
510119,3336,200,20010102.0,LB,0
510120,3339,4900,19940405.0,LB,0
510121,3385,325,20020536.0,S,0
510122,3400,200,19990153.0,DT,0
510123,3402,200,19970438.0,CB,0
510124,3410,325,19990173.0,DT,0
510125,3459,325,20020539.0,DT,0
510126,3468,200,20010103.0,DE,0
510127,3487,325,20020539.0,DT,0
510128,3505,200,20040634.0,OT,0
510129,3546,610,20010046.0,DE,0
510130,3551,325,20000186.0,DE,0
510131,3603,610,19980417.0,LB,0
510132,3619,325,20020052.0,DE,0
510133,3626,610,19980013.0,LB,0
510134,3628,610,20010046.0,DE,0
510135,3649,325,20030010.0,LB,0
510136,3691,325,20030010.0,LB,0
510137,3720,325,20030010.0,LB,0
510138,3768,920,20000015.0,CB,0
510139,3795,325,20000186.0,DE,0
510140,3852,325,20020052.0,DE,0
510141,3895,325,20030010.0,LB,0
510142,3897,325,20020536.0,S,0
510143,3941,325,20000186.0,DE,0
510144,3990,1050,19990020.0,DL,0
510145,4133,325,20030010.0,LB,0
510146,4140,1200,20020147.0,DE,0
510147,4149,325,19990430.0,DT,0
510148,4225,1540,19990070.0,DE,0
510149,4335,2310,20020006.0,DT,0
510150,4416,325,20020052.0,DE,0
510151,4430,2310,19980462.0,DT,0
510152,4477,2310,19980475.0,DE,0
510153,4486,2310,19990075.0,DE,0
510154,4542,325,20000186.0,DE,0
510155,4653,325,20030010.0,LB,0
510156,4663,325,20000186.0,DE,0
510157,4683,3410,20030056.0,DE,0
510158,4695,325,19990430.0,DT,0
510159,4739,3410,20040097.0,LB,0
510160,4768,3410,19940424.0,S,0
510161,4801,3410,20040719.0,LB,0
510162,4811,325,20000186.0,DE,0
510163,4874,3900,19980117.0,CB,0
510164,4879,325,20030010.0,LB,0
510165,4931,325,20010062.0,CB,0
510166,4950,3900,19990109.0,DE,0
510167,4963,325,20020536.0,S,0
510168,5004,325,20020209.0,S,0
510169,5013,610,20010076.0,DT,0
510170,5090,610,20010021.0,CB,0
510171,5093,610,20020097.0,S,0
510172,5182,610,19920007.0,CB,0
510173,5208,610,19970470.0,LB,0
510174,5231,610,19940008.0,DT,0
510175,5241,610,20030048.0,DE,0
510176,5261,1050,20000120.0,DL,0
510177,5287,610,19940008.0,DT,0
510178,5297,610,20010046.0,DE,0
510179,5304,610,19960036.0,S,0
510180,5336,610,20010046.0,DE,0
510181,5349,1400,19930095.0,DE,0
510182,5376,610,20030048.0,DE,0
510183,5408,1400,20010157.0,LB,0
510184,5452,1400,20010157.0,LB,1
510185,5484,610,20040669.0,DE,0
510186,5546,610,20010076.0,DT,0
510187,5608,610,19980417.0,LB,0
510188,5612,2250,19990176.0,DE,0
510189,5708,610,20010076.0,DT,0
510190,5712,2700,19990158.0,DE,0
510191,5739,610,20010076.0,DT,0
510192,5760,610,20010046.0,DE,0
510193,5761,610,20010046.0,DE,0
510194,5781,610,20010046.0,DE,0
510195,5847,3200,19990111.0,LB,0
510196,5907,3200,19910031.0,LB,0
510197,5933,3200,20040021.0,DL,0
510198,5945,3200,19960086.0,LB,0
510199,5946,3200,19970091.0,LB,0
510200,5952,3200,20010006.0,DL,0
510201,6083,610,20030048.0,DE,0
510202,6120,610,20020061.0,DE,0
510203,6130,3900,20030016.0,S,0
510204,6211,3900,19990177.0,LB,0
510205,6225,610,19970436.0,DT,0
510206,6250,3900,20040038.0,CB,0
510207,6292,2510,19980065.0,DE,0
510208,6331,610,19960036.0,S,0
510209,6351,610,20030111.0,CB,0
510210,6391,610,19960036.0,S,0
510211,6433,610,19960036.0,S,0
510212,6452,610,20020061.0,DE,0
510213,6454,610,20040663.0,CB,0
510214,6504,610,19970470.0,LB,0
510215,6590,2100,20040165.0,LB,0
510216,6667,750,20020002.0,DE,0
510217,6702,750,20020002.0,DE,0
510218,6763,750,19950013.0,LB,0
510219,6792,750,20020073.0,LB,0
510220,6926,200,19990030.0,DE,0
510221,6936,200,19990030.0,DE,0
510222,6998,750,19940050.0,DT,0
510223,7006,1800,20030029.0,LB,0
510224,7074,1800,19990100.0,LB,0
510225,7082,750,20010044.0,DT,0
510226,7127,750,20020002.0,DE,0
510227,7255,750,19970401.0,DE,0
510228,7285,750,20030145.0,DT,0
510229,7318,750,20020073.0,LB,0
510230,7334,3300,20000033.0,DE,0
510231,7349,3300,20020025.0,DE,0
510232,7392,750,20020002.0,DE,0
510233,7394,3300,19990040.0,DE,0
510234,7413,750,19950013.0,LB,0
510235,7426,3300,20020025.0,DE,0
510236,7427,3300,20040018.0,DE,0
510237,7449,3300,20000033.0,DE,0
510238,7500,3410,19930040.0,DE,0
510239,7535,750,19950013.0,LB,0
510240,7541,750,19950013.0,LB,0
510241,7542,750,19990038.0,DE,0
510242,7545,3410,20010443.0,DE,0
510243,7573,3410,20010186.0,DT,0
510244,7578,750,20020597.0,DE,0
510245,7585,3410,20010443.0,DE,0
510246,7595,750,19970401.0,DE,0
510247,7678,2520,20010143.0,S,0
510248,7703,750,20020002.0,DE,0
510249,7779,2520,20040673.0,DT,0
510250,7787,750,20020002.0,DE,0
510251,7855,750,20010011.0,LB,0
510252,7868,4400,20040098.0,LB,0
510253,7971,750,20020002.0,DE,0
510254,7977,2510,19990248.0,DE,0
510255,7986,750,20030145.0,DT,0
510256,8005,2510,19990248.0,DE,0
510257,8039,750,20030145.0,DT,0
510258,8189,4900,19960003.0,DE,0
510259,8191,4900,19980083.0,DE,0
510260,8207,4900,20030064.0,DE,0
510261,8214,750,20020002.0,DE,0
510262,8237,750,19970056.0,S,0
510263,8252,4900,19930145.0,OT,0
510264,8318,810,20030014.0,DE,0
510265,8367,1540,20000517.0,DE,0
510266,8381,1540,19910020.0,DT,0
510267,8431,810,20000009.0,LB,0
